name,google_url,categorie,address,phone,website,note,nb_avis,accessible,chiens_acceptes,livraison,livraison_sans_contact,service_de_drive,vente_a_emporter,repas_sur_place,code_plus
Restaurant Grillade Classique,https://www.google.com/maps/place/Restaurant+Grillade+Classique/data=!4m7!3m6!1s0x8d123d923995f5e7:0xe01629f029d1c1ab!8m2!3d4.9259522!4d-52.314623!16s%2Fg%2F11nyl3fhk8!19sChIJ5_WVOZI9Eo0Rq8HRKfApFuA?authuser=0&hl=fr&rclk=1,Restaurant,"9001, 97300 Av. des flamboyants, Cayenne 97300, Guyane française",+594 594 37 61 15,,"4,2",21,oui,,,,,,oui,"WMGP+95 Cayenne, Guyane française"
Les bons plats,https://www.google.com/maps/place/Les+bons+plats/data=!4m7!3m6!1s0x8d123d2758cb7503:0x7bf0681a03b6704d!8m2!3d4.9314164!4d-52.3159185!16s%2Fg%2F11q_f524r_!19sChIJA3XLWCc9Eo0RTXC2Axpo8Hs?authuser=0&hl=fr&rclk=1,Restaurant haïtien,"97300 Lotissement le Tamarinier, Cayenne 97300, Guyane française",+594 694 03 22 25,,"4,2",11,oui,,,,,oui,,"WMJM+HJ Cayenne, Guyane française"
Black Café guyane,https://www.google.com/maps/place/Black+Caf%C3%A9+guyane/data=!4m7!3m6!1s0x8d123daaa5625f4d:0x98cab9234ebdeec1!8m2!3d4.8990316!4d-52.3281125!16s%2Fg%2F11frlg9tgw!19sChIJTV9ipao9Eo0Rwe69TiO5ypg?authuser=0&hl=fr&rclk=1,Restaurant,"Cayenne 97300, Guyane française",+594 594 20 35 56,m.facebook.com,"4,1",48,oui,,,,,,oui,"VMXC+JQ Cayenne, Guyane française"
Restaurant A l'iThalia - Pâtes fraiches artisanales,https://www.google.com/maps/place/Restaurant+A+l%27iThalia+-+P%C3%A2tes+fraiches+artisanales/data=!4m7!3m6!1s0x8d123d8cf2a3a7a9:0x37c73b9a61bcee01!8m2!3d4.9349511!4d-52.3026993!16s%2Fg%2F11rndks4g8!19sChIJqaej8ow9Eo0RAe68YZo7xzc?authuser=0&hl=fr&rclk=1,Restaurant italien,"Résidence Awara, 1 rue de l'université Avenue jiao tong Cayenne, 97300, Guyane française",+594 694 08 20 14,alithalia973.wixsite.com,"4,2",81,oui,,oui,,,oui,oui,"WMMW+XW Cayenne, Guyane française"
Pizzeria au Petit Bateau - Montabo,https://www.google.com/maps/place/Pizzeria+au+Petit+Bateau+-+Montabo/data=!4m7!3m6!1s0x8d12232adc412eb5:0x615c4da51fb77fa6!8m2!3d4.9436456!4d-52.3090902!16s%2Fg%2F11c2nr60ql!19sChIJtS5B3CojEo0Rpn-3H6VNXGE?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"1158 Rte de Montabo, Cayenne 97300, Guyane française",+594 594 30 17 38,,"4,1",244,non,,,,,oui,,"WMVR+F9 Cayenne, Guyane française"
Restaurant Mama Africa,https://www.google.com/maps/place/Restaurant+Mama+Africa/data=!4m7!3m6!1s0x8d123d53058f4f4f:0x95ed1cd54d409663!8m2!3d4.9411301!4d-52.3300333!16s%2Fg%2F11sm8zky5t!19sChIJT0-PBVM9Eo0RY5ZATdUc7ZU?authuser=0&hl=fr&rclk=1,Restaurant africain,"FACE AU MUZÉ DU NIMPORTKOI, 48 RUE MADAME PAYE À L 'ANGLE DE LA, Rue du Quatorze Juillet, Cayenne 97300, Guyane française",+594 694 36 42 04,,"4,2",35,oui,,oui,,,oui,oui,"WMR9+FX Cayenne, Guyane française"
Restaurant Hei Po,https://www.google.com/maps/place/Restaurant+Hei+Po/data=!4m7!3m6!1s0x8d123d3adc1e44d7:0x3cf9b32c1f8ff3ae!8m2!3d4.9343682!4d-52.330497!16s%2Fg%2F11cjhlx8l4!19sChIJ10Qe3Do9Eo0RrvOPHyyz-Tw?authuser=0&hl=fr&rclk=1,Restaurant chinois,"15, 97300 Rue Barthélémy, Cayenne 97300, Guyane française",05 94 30 39 59,,"4,1",151,oui,,,,,oui,oui,"WMM9+PR Cayenne, Guyane française"
Auberge Des Plages,https://www.google.com/maps/place/Auberge+Des+Plages/data=!4m7!3m6!1s0x8d123bbf9e633f89:0x12b29722b3d973ec!8m2!3d4.8975474!4d-52.261434!16s%2Fg%2F11c209j6_7!19sChIJiT9jnr87Eo0R7HPZsyKXshI?authuser=0&hl=fr&rclk=1,Restaurant,"VPXQ+2C8, Rte des plages, Remire-Montjoly 97354, Guyane française",+594 594 38 36 50,,"3,9",699,oui,,non,,,,oui,
L'Enka,https://www.google.com/maps/place/L%27Enka/data=!4m7!3m6!1s0x8d123db843e7a3d5:0xa26769746da07310!8m2!3d4.9421879!4d-52.2958717!16s%2Fg%2F11w368dgk2!19sChIJ1aPnQ7g9Eo0REHOgbXRpZ6I?authuser=0&hl=fr&rclk=1,Restaurant,"2571 Rte de Montabo, Cayenne 97300, Guyane française",+594 694 26 33 24,instagram.com,"4,9",13,non,,non,,,oui,oui,"WPR3+VM Cayenne, Guyane française"
Restaurant Le CHADO Bar,https://www.google.com/maps/place/Restaurant+Le+CHADO+Bar/data=!4m7!3m6!1s0x8d123d2b95658a2b:0x7aae8cbdf82ba653!8m2!3d4.9411154!4d-52.3229031!16s%2Fg%2F11c0w0910t!19sChIJK4pllSs9Eo0RU6Yr-L2Mrno?authuser=0&hl=fr&rclk=1,Café et restaurant de grillades,"35 Av. d'Estrées, Cayenne 97300, Guyane française",+594 594 25 92 88,facebook.com,"4,3",63,oui,,non,,,,oui,"WMRG+CR Cayenne, Guyane française"
DAMAS,https://www.google.com/maps/place/DAMAS/data=!4m7!3m6!1s0x8d123db13ffb45a9:0x2ea88cdd6572f806!8m2!3d4.9410767!4d-52.3309418!16s%2Fg%2F11q2pkth_t!19sChIJqUX7P7E9Eo0RBvhyZd2MqC4?authuser=0&hl=fr&rclk=1,Restaurant de riz,"26 Rue J. Catayée, Cayenne 97300, Guyane française",+594 694 48 33 04,,5,1,non,,,,,,,"WMR9+CJ Cayenne, Guyane française"
BLUE BURGER GUYANE,https://www.google.com/maps/place/BLUE+BURGER+GUYANE/data=!4m7!3m6!1s0x8d123d50746918a3:0x240b90c1edce86d4!8m2!3d4.9390851!4d-52.3325756!16s%2Fg%2F11vcm7sr4h!19sChIJoxhpdFA9Eo0R1IbO7cGQCyQ?authuser=0&hl=fr&rclk=1,Restauration rapide,"6 Rue du Lieutenant Goinet, Cayenne 97300, Guyane française",+594 694 29 20 94,laddition.com,"4,3",96,non,,non,,,oui,oui,"WMQ8+JX Cayenne, Guyane française"
La Marina de Cayenne,https://www.google.com/maps/place/La+Marina+de+Cayenne/data=!4m7!3m6!1s0x8d123dac98d36f83:0xc9ec1b22f0ffa315!8m2!3d4.9369639!4d-52.332688!16s%2Fg%2F11h4g8nq47!19sChIJg2_TmKw9Eo0RFaP_8CIb7Mk?authuser=0&hl=fr&rclk=1,Service de restauration après incendie,"24 Bis, Rue Molé, Cayenne 97300, Guyane française",+594 594 30 19 30,,"3,7",46,oui,,,,,,,"WMP8+QW Cayenne, Guyane française"
Restaurant Mille Pâtes Cayenne,https://www.google.com/maps/place/Restaurant+Mille+P%C3%A2tes+Cayenne/data=!4m7!3m6!1s0x8d123d31c124f353:0x899bec7359dc46be!8m2!3d4.9384807!4d-52.3304748!16s%2Fg%2F11c37nzlz_!19sChIJU_MkwTE9Eo0RvkbcWXPsm4k?authuser=0&hl=fr&rclk=1,Restaurant,"52 Rue J. Catayée, Cayenne 97300, Guyane française",+594 594 28 91 80,millepates-guyane.com,"3,7",90,non,,,,,oui,oui,"WMQ9+9R Cayenne, Guyane française"
LE GRILLADOS,https://www.google.com/maps/place/LE+GRILLADOS/data=!4m7!3m6!1s0x8d123d3bc00f3987:0x7747a3f9646ebacf!8m2!3d4.9332691!4d-52.3334374!16s%2Fg%2F11c6ttv77f!19sChIJhzkPwDs9Eo0Rz7puZPmjR3c?authuser=0&hl=fr&rclk=1,Restaurant,"10 Rue Henri Quintrie, Cayenne 97300, Guyane française",+594 594 30 96 01,,"4,2",159,oui,,oui,oui,,oui,oui,"WMM8+8J Cayenne, Guyane française"
CHERI,https://www.google.com/maps/place/CHERI/data=!4m7!3m6!1s0x8d1223bcf71432b5:0x8d0dd5d7eab9feec!8m2!3d4.9439476!4d-52.3206034!16s%2Fg%2F11h6qg6zxp!19sChIJtTIU97wjEo0R7P656tfVDY0?authuser=0&hl=fr&rclk=1,Restaurant,"58 Av. Pasteur, Cayenne 97300, Guyane française",+594 694 02 02 22,,4,114,non,,,,,oui,oui,"WMVH+HQ Cayenne, Guyane française"
CHALDY,https://www.google.com/maps/place/CHALDY/data=!4m7!3m6!1s0x8d123dc0063d8237:0xac186c13a57c3c54!8m2!3d4.9307792!4d-52.3288806!16s%2Fg%2F11gl211jll!19sChIJN4I9BsA9Eo0RVDx8pRNsGKw?authuser=0&hl=fr&rclk=1,Restaurant,"22 zone artisanale galmot, Rue Simon Mentelle, Cayenne 97300, Guyane française",+594 694 43 12 45,,"4,7",11,oui,,,,,oui,oui,"WMJC+8C Cayenne, Guyane française"
Griyo Deluxe Guyane,https://www.google.com/maps/place/Griyo+Deluxe+Guyane/data=!4m7!3m6!1s0x8d123d1173f1ebe1:0xe6790c1d47cbcc1d!8m2!3d4.9381874!4d-52.3262854!16s%2Fg%2F11kk6xj42b!19sChIJ4evxcxE9Eo0RHczLRx0MeeY?authuser=0&hl=fr&rclk=1,Restaurant caribéen,"59 Rue du Dr Barrat, Cayenne 97300, Guyane française",+594 594 49 48 98,,"3,7",33,oui,,oui,oui,,oui,oui,"WMQF+7F Cayenne, Guyane française"
La Villa Restaurant,https://www.google.com/maps/place/La+Villa+Restaurant/data=!4m7!3m6!1s0x8d123c9cf2460ca5:0x711bb76eb1c18801!8m2!3d4.9177625!4d-52.2801406!16s%2Fg%2F11cn9lv8bk!19sChIJpQxG8pw8Eo0RAYjBsW63G3E?authuser=0&hl=fr&rclk=1,Restaurant,"19 97354 rue régine horth, Montjoly 97354, Guyane française",+594 594 38 33 69,alavilla.com,"4,3",227,oui,,non,,,,oui,"WP99+4W Remire-Montjoly, Guyane française"
GRANDI,https://www.google.com/maps/place/GRANDI/data=!4m7!3m6!1s0x8d123d9e08f57859:0xbc12fe2939df989f!8m2!3d4.9367081!4d-52.3357595!16s%2Fg%2F11sw0_3cpv!19sChIJWXj1CJ49Eo0Rn5jfOSn-Erw?authuser=0&hl=fr&rclk=1,Restaurant asiatique,"WMP7+MMQ, Rue Louis Blanc, Cayenne 97300, Guyane française",+594 594 20 76 95,,"4,6",27,oui,,,,,oui,oui,
Jin Le Yuan,https://www.google.com/maps/place/Jin+Le+Yuan/data=!4m7!3m6!1s0x8d123d8437fa2915:0xf91e6a393987f8ef!8m2!3d4.9366892!4d-52.3320005!16s%2Fg%2F11fk8fm9s4!19sChIJFSn6N4Q9Eo0R7_iHOTlqHvk?authuser=0&hl=fr&rclk=1,Restaurant chinois,"33 Rue de Lieutenant Brassé, Cayenne 97300, Guyane française",+594 594 30 98 78,,"4,5",34,oui,,,,,oui,oui,"WMP9+M5 Cayenne, Guyane française"
Les Pyramides,https://www.google.com/maps/place/Les+Pyramides/data=!4m7!3m6!1s0x8d123d2e28993d41:0x8f744ef3758d4d59!8m2!3d4.9377203!4d-52.3339088!16s%2Fg%2F11b_3gmrq5!19sChIJQT2ZKC49Eo0RWU2NdfNOdI8?authuser=0&hl=fr&rclk=1,Restaurant égyptien,"9 Rue Christophe Colomb, Cayenne 97300, Guyane française",+594 594 28 16 28,,"4,1",86,non,,,,,oui,oui,"WMQ8+3C Cayenne, Guyane française"
Chez Alex Montabo,https://www.google.com/maps/place/Chez+Alex+Montabo/data=!4m7!3m6!1s0x8d123df7c981be07:0x695ab504de9b1ad3!8m2!3d4.9287254!4d-52.2904272!16s%2Fg%2F11f9g2_m1d!19sChIJB76Byfc9Eo0R0xqb3gS1Wmk?authuser=0&hl=fr&rclk=1,Restaurant,"4082 Rte de Montabo, Cayenne 97300, Guyane française",+594 594 25 08 89,clicke.at,"4,3",79,oui,,oui,,oui,,oui,"WPH5+FR Cayenne, Guyane française"
Restaurant la Pimentade,https://www.google.com/maps/place/Restaurant+la+Pimentade/data=!4m7!3m6!1s0x8d123d3be79e0e85:0x3f87df9627a24ad1!8m2!3d4.9332097!4d-52.3342204!16s%2Fg%2F11g6bgg2_m!19sChIJhQ6e5zs9Eo0R0UqiJ5bfhz8?authuser=0&hl=fr&rclk=1,Restaurant,"WMM8+78J, Cayenne 97300, Guyane française",+594 594 30 06 89,,"4,2",30,oui,,non,,,,oui,
Restaurant Pomme Rouge,https://www.google.com/maps/place/Restaurant+Pomme+Rouge/data=!4m7!3m6!1s0x8d123ce400000001:0x9f00ef8d8294d80a!8m2!3d4.9361686!4d-52.3356664!16s%2Fg%2F11d_yt3k1r!19sChIJAQAAAOQ8Eo0RCtiUgo3vAJ8?authuser=0&hl=fr&rclk=1,Restaurant,"3-5 rue simon, Rue Mentel, Cayenne 97300, Guyane française",+594 594 30 32 49,,"3,8",41,oui,,,,,oui,oui,"WMP7+FP Cayenne, Guyane française"
Restaurant Me-Doe,https://www.google.com/maps/place/Restaurant+Me-Doe/data=!4m7!3m6!1s0x8d123da53c55b843:0xee831def9e70bfa5!8m2!3d4.9422654!4d-52.3283137!16s%2Fg%2F11pxx4pp5m!19sChIJQ7hVPKU9Eo0Rpb9wnu8dg-4?authuser=0&hl=fr&rclk=1,Restaurant chinois,"76 Rue Héder, Cayenne 97300, Guyane française",+594 694 00 93 85,,"3,7",18,oui,,non,,,oui,oui,"WMRC+WM Cayenne, Guyane française"
Sartek,https://www.google.com/maps/place/Sartek/data=!4m7!3m6!1s0x8d123d845b53bc81:0xa640565ef3c56d76!8m2!3d4.940965!4d-52.3232245!16s%2Fg%2F11krphl1c7!19sChIJgbxTW4Q9Eo0Rdm3F815WQKY?authuser=0&hl=fr&rclk=1,Restaurant,"33 avenue de l’Amiral Jean, Av. d'Estrées, Cayenne 97300, Guyane française",+594 594 10 64 68,,"4,1",27,non,,non,,,,oui,"WMRG+9P Cayenne, Guyane française"
Cèdre de L'ORIENT,https://www.google.com/maps/place/C%C3%A8dre+de+L%27ORIENT/data=!4m7!3m6!1s0x8d11ff2eb227af83:0xfa6c08f453776d8b!8m2!3d4.9419639!4d-52.323949!16s%2Fg%2F11h59h9y2t!19sChIJg68nsi7_EY0Ri213U_QIbPo?authuser=0&hl=fr&rclk=1,Restaurant libanais,"13 Rue Samuel Lubin, Cayenne 97300, Guyane française",+594 594 49 42 63,,"4,6",62,non,,,,,,,"WMRG+QC Cayenne, Guyane française"
老林烫面,https://www.google.com/maps/place/%E8%80%81%E6%9E%97%E7%83%AB%E9%9D%A2/data=!4m7!3m6!1s0x8d123d39f4189797:0x3cf984bd5b81180f!8m2!3d4.9356644!4d-52.3349668!16s%2Fg%2F11c1xfy5kk!19sChIJl5cY9Dk9Eo0RDxiBW72E-Tw?authuser=0&hl=fr&rclk=1,Restaurant chinois,"2 Rue de Lieutenant Brassé, Cayenne 97300, Guyane française",+594 594 37 81 28,facebook.com,"4,9",9,oui,,,,,oui,oui,"WMP8+72 Cayenne, Guyane française"
Le Bananier,https://www.google.com/maps/place/Le+Bananier/data=!4m7!3m6!1s0x8d1223aad86b1ecf:0x7e06230587372c68!8m2!3d4.944631!4d-52.3100784!16s%2Fg%2F11fk41z9b5!19sChIJzx5r2KojEo0RaCw3hwUjBn4?authuser=0&hl=fr&rclk=1,Restaurant,"957 Rte de Montabo, Cayenne 97300, Guyane française",+594 594 25 42 04,,"4,3",23,oui,,,,,,oui,"WMVQ+VX Cayenne, Guyane française"
Kryol Food Amazonie,https://www.google.com/maps/place/Kryol+Food+Amazonie/data=!4m7!3m6!1s0x8d123d3c7bfb87eb:0xe981bee5f40e6fd4!8m2!3d4.9318042!4d-52.3324264!16s%2Fg%2F11c7swt680!19sChIJ64f7ezw9Eo0R1G8O9OW-gek?authuser=0&hl=fr&rclk=1,Restaurant,"31 Rue E. Prévot, Cayenne 97300, Guyane française",+594 594 28 62 29,ou-dejeuner.com,"4,3",29,non,,oui,oui,,oui,oui,"WMJ9+P2 Cayenne, Guyane française"
Restaurant La Victoire,https://www.google.com/maps/place/Restaurant+La+Victoire/data=!4m7!3m6!1s0x8d123d318d5eef57:0x391e93bc60aaf56a!8m2!3d4.940069!4d-52.3297693!16s%2Fg%2F11fzd4p4ts!19sChIJV-9ejTE9Eo0RavWqYLyTHjk?authuser=0&hl=fr&rclk=1,Restaurant,"40 rue du 14 juillet, 97300, Guyane française",+594 594 30 94 75,,"4,2",93,oui,,,,,oui,oui,"WMRC+23 Cayenne, Guyane française"
deli oriental,https://www.google.com/maps/place/deli+oriental/data=!4m7!3m6!1s0x8d123d39fadd2aab:0x547bd5e532345e4c!8m2!3d4.936249!4d-52.3354676!16s%2Fg%2F11c71cdd20!19sChIJqyrd-jk9Eo0RTF40MuXVe1Q?authuser=0&hl=fr&rclk=1,Restaurant,"7 Av. du President Monnervi, Cayenne 97300, Guyane française",+594 594 31 90 17,,"4,1",73,oui,,,,,oui,oui,"WMP7+FR Cayenne, Guyane française"
Oasis Plage,https://www.google.com/maps/place/Oasis+Plage/data=!4m7!3m6!1s0x8d123b60cd4bad87:0xa2dd813d04d60a4f!8m2!3d4.9219695!4d-52.2713912!16s%2Fg%2F1pp2x6cqj!19sChIJh61LzWA7Eo0RTwrWBD2B3aI?authuser=0&hl=fr&rclk=1,Restaurant de fruits de mer,"9 Av. St Dominique, Remire-Montjoly 97354, Guyane française",+594 594 38 00 80,,"3,9",435,oui,,non,,,,oui,"WPCH+QC Remire-Montjoly, Guyane française"
HOTEL KER ALBERTE,https://www.google.com/maps/place/HOTEL+KER+ALBERTE/data=!4m10!3m9!1s0x8d123d39f5d0e135:0x5e58362d2c08d0a1!5m2!4m1!1i2!8m2!3d4.9367232!4d-52.3350561!16s%2Fg%2F1v5fsyx2!19sChIJNeHQ9Tk9Eo0RodAILC02WF4?authuser=0&hl=fr&rclk=1,,"4 Rue du Dr Ste Rose, Cayenne 97300, Guyane française",+594 594 25 75 70,hotelkeralberte.com,"4,5",128,non,,,,,,,"WMP7+MX Cayenne, Guyane française"
Grand Hotel Montabo,https://www.google.com/maps/place/Grand+Hotel+Montabo/data=!4m10!3m9!1s0x8d12232adff9c273:0x5c1f8e63137f802!5m2!4m1!1i2!8m2!3d4.942839!4d-52.299391!16s%2Fg%2F1vysxktf!19sChIJc8L53yojEo0RAvg3Meb4wQU?authuser=0&hl=fr&rclk=1,,"Chemin St Hilaire - rue de Montabo, 97300, Guyane française",+594 594 30 38 88,grand-hotel-montabo.fr,"3,4",366,non,,,,,,,"WPV2+46 Cayenne, Guyane française"
Restaurant La Marinière Guyane,https://www.google.com/maps/place/Restaurant+La+Marini%C3%A8re+Guyane/data=!4m7!3m6!1s0x8d123b89a068d675:0xfa077e152ce83f73!8m2!3d4.8957227!4d-52.2736252!16s%2Fg%2F11ddxkpv4r!19sChIJddZooIk7Eo0Rcz_oLBV-B_o?authuser=0&hl=fr&rclk=1,Restaurant,"1074 Route de Remire REMIRE MONTJOLY, 97354, Guyane française",+594 594 35 91 76,,"3,7",383,oui,,non,,,oui,oui,"VPWG+7G Remire-Montjoly, Guyane française"
Délices de Téssa,https://www.google.com/maps/place/D%C3%A9lices+de+T%C3%A9ssa/data=!4m7!3m6!1s0x8d123db3bc08e889:0x1c25e7073d4ea762!8m2!3d4.9268508!4d-52.3248848!16s%2Fg%2F11jbn07snq!19sChIJiegIvLM9Eo0RYqdOPQfnJRw?authuser=0&hl=fr&rclk=1,Restaurant,"Cayenne, 97300, Guyane française",+594 694 08 20 96,,"3,9",30,oui,,,,,,oui,"WMGG+P2 Cayenne, Guyane française"
Brizd’Orient Snack,https://www.google.com/maps/place/Brizd%E2%80%99Orient+Snack/data=!4m7!3m6!1s0x8d123dd995e25df5:0xd54305557854c4c2!8m2!3d4.9290591!4d-52.2993593!16s%2Fg%2F11fqk1vkbs!19sChIJ9V3ildk9Eo0RwsRUeFUFQ9U?authuser=0&hl=fr&rclk=1,Restaurant,"2421 Rte de Baduel, Cayenne 97300, Guyane française",+594 694 02 06 05,,"4,8",11,non,,,,,oui,,"WPH2+J7 Cayenne, Guyane française"
TOQUE DO BRASIL,https://www.google.com/maps/place/TOQUE+DO+BRASIL/data=!4m7!3m6!1s0x8d123d0ae73c3c41:0xf76b37254852a1f1!8m2!3d4.8921445!4d-52.2870243!16s%2Fg%2F11my2chlv4!19sChIJQTw85wo9Eo0R8aFSSCU3a_c?authuser=0&hl=fr&rclk=1,Restauration rapide,"résidence arc-en-ciel Rémire, 12 Rue Alpinia, montjoly 97354, Guyane française",+594 694 45 49 46,instagram.com,"4,5",71,oui,,oui,,,oui,,"VPR7+V5 Remire-Montjoly, Guyane française"
Restaurant Bamboo,https://www.google.com/maps/place/Restaurant+Bamboo/data=!4m7!3m6!1s0x8d123d9e804ef601:0xe1d72facc7ebd8e6!8m2!3d4.935859!4d-52.3317482!16s%2Fg%2F11p4jcpd6m!19sChIJAfZOgJ49Eo0R5tjrx6wv1-E?authuser=0&hl=fr&rclk=1,Restaurant chinois,"31, 97300 Chau. Laussat, Cayenne, Guyane française",+594 594 30 49 58,facebook.com,"4,2",21,oui,,,,,oui,oui,"WMP9+88 Cayenne, Guyane française"
La casa soup,https://www.google.com/maps/place/La+casa+soup/data=!4m7!3m6!1s0x8d123d48ef06102d:0xb2abb5aea62249a0!8m2!3d4.9360909!4d-52.335441!16s%2Fg%2F11s37f3zk0!19sChIJLRAG70g9Eo0RoEkipq61q7I?authuser=0&hl=fr&rclk=1,Restaurant chinois,"5, 97300 Av. du President Monnervi, Cayenne 97300, Guyane française",+594 594 38 17 59,,"3,8",54,oui,,,,,oui,oui,"WMP7+CR Cayenne, Guyane française"
Le Grand Mc,https://www.google.com/maps/place/Le+Grand+Mc/data=!4m7!3m6!1s0x8d123d76ded434a5:0x1583284b9bad8527!8m2!3d4.9330489!4d-52.3196995!16s%2Fg%2F11hw_7kjc0!19sChIJpTTU3nY9Eo0RJ4Wtm0sogxU?authuser=0&hl=fr&rclk=1,Restaurant,"97300 Rue Boudinot, Cayenne 97300, Guyane française",+594 694 04 89 17,,"4,5",4,oui,,,,,,oui,"WMMJ+64 Cayenne, Guyane française"
BANANE PESEE CHEZ MAGALI,https://www.google.com/maps/place/BANANE+PESEE+CHEZ+MAGALI/data=!4m7!3m6!1s0x8d123d88b4a708ff:0xe448656ee7e6f4c0!8m2!3d4.9343933!4d-52.320343!16s%2Fg%2F11h6f8xplt!19sChIJ_wintIg9Eo0RwPTm525lSOQ?authuser=0&hl=fr&rclk=1,Restaurant,"12 Rue Leon Bassieres, Cayenne 97300, Guyane française",+594 594 29 46 01,,"3,7",39,non,,,,,oui,,"WMMH+QV Cayenne, Guyane française"
OSAKA SUSHI BAR,https://www.google.com/maps/place/OSAKA+SUSHI+BAR/data=!4m7!3m6!1s0x8d123d2d06687aad:0xeb4ec8ffab07040a!8m2!3d4.94226!4d-52.327415!16s%2Fg%2F11f3jxt8n4!19sChIJrXpoBi09Eo0RCgQHq__ITus?authuser=0&hl=fr&rclk=1,Restaurant japonais,"10 Bd Nelson Madiba Mandela, Cayenne 97300, Guyane française",+594 594 31 82 52,,"3,6",84,oui,,,,,oui,oui,"WMRF+W2 Cayenne, Guyane française"
La Bokiterie,https://www.google.com/maps/place/La+Bokiterie/data=!4m7!3m6!1s0x8d123d01ad3354b5:0xf7a79adb1582e59b!8m2!3d4.9129352!4d-52.3205757!16s%2Fg%2F11ggnf03cc!19sChIJtVQzrQE9Eo0Rm-WCFduap_c?authuser=0&hl=fr&rclk=1,Restaurant,"18 Rue de l’Amarante, Cayenne 97300, Guyane française",+594 594 39 05 21,,"3,7",51,non,,,,,oui,oui,"WM7H+5Q Cayenne, Guyane française"
PHO88,https://www.google.com/maps/place/PHO88/data=!4m7!3m6!1s0x8d123b7cfc5435a9:0xfc5ac59bf7c5e993!8m2!3d4.9138055!4d-52.273365!16s%2Fg%2F11c20q71k7!19sChIJqTVU_Hw7Eo0Rk-nF95vFWvw?authuser=0&hl=fr&rclk=1,Restaurant vietnamien,"15 Lot. Ho-A-Sim, Remire-Montjoly 97354, Guyane française",+594 594 27 53 89,,"4,1",192,oui,,,,,oui,oui,"WP7G+GM Remire-Montjoly, Guyane française"
Green Is Better Guyane,https://www.google.com/maps/place/Green+Is+Better+Guyane/data=!4m7!3m6!1s0x8d123d2b7e00eb9d:0xefd60871d212add3!8m2!3d4.9257411!4d-52.2873285!16s%2Fg%2F11n8x5ms6t!19sChIJnesAfis9Eo0R060S0nEI1u8?authuser=0&hl=fr&rclk=1,Restaurant,"Centre Commercial Montjoly 2 2261 route de Montjoly Remire-Montjoly, 97354, Guyane française",+594 594 31 18 96,greenisbetter.fr,"4,5",151,oui,,oui,oui,,oui,oui,"WPG7+73 Remire-Montjoly, Guyane française"
Restaurant Universitaire CROUS,https://www.google.com/maps/place/Restaurant+Universitaire+CROUS/data=!4m7!3m6!1s0x8d123d1ecf91c983:0xf783d04d88896b42!8m2!3d4.9334864!4d-52.3018386!16s%2Fg%2F11r2rnk9ty!19sChIJg8mRzx49Eo0RQmuJiE3Qg_c?authuser=0&hl=fr&rclk=1,Restaurant,"WMMX+97V, Cayenne 97300, Guyane française",,apps.apple.com,3,6,oui,,,,,oui,oui,
Eldo terrasse,https://www.google.com/maps/place/Eldo+terrasse/data=!4m7!3m6!1s0x8d123d81695ea161:0xfb34e45f99cf5c7b!8m2!3d4.9387726!4d-52.3330149!16s%2Fg%2F11j20hjzgx!19sChIJYaFeaYE9Eo0Re1zPmV_kNPs?authuser=0&hl=fr&rclk=1,Restaurant,"23 Rue Léon-Gontran Damas, Cayenne 97300, Guyane française",+594 694 24 43 40,m.facebook.com,"3,4",10,oui,,,,,oui,oui,"WMQ8+GQ Cayenne, Guyane française"
Hmong’Joly,https://www.google.com/maps/place/Hmong%E2%80%99Joly/data=!4m7!3m6!1s0x8d123d85716bc035:0xb7309b2b5346a6ab!8m2!3d4.9230479!4d-52.2821941!16s%2Fg%2F11qpwx2rkg!19sChIJNcBrcYU9Eo0Rq6ZGUyubMLc?authuser=0&hl=fr&rclk=1,Restaurant,"Lotissement les Balisiers Voie A &, Rte de Montjoly RD1, Remire-Montjoly 97354, Guyane française",+594 694 95 71 66,facebook.com,"4,7",45,oui,,non,,,,,"WPF9+64 Remire-Montjoly, Guyane française"
New Club du wassaï Guyane,https://www.google.com/maps/place/New+Club+du+wassa%C3%AF+Guyane/data=!4m7!3m6!1s0x8d123d98c8e12d5f:0x577f2781a1918781!8m2!3d4.9006295!4d-52.3055034!16s%2Fg%2F11g0kdxdwt!19sChIJXy3hyJg9Eo0RgYeRoYEnf1c?authuser=0&hl=fr&rclk=1,Restaurant,"Proprieté La Babiole, 97354 Rte d'Attila Cabassou, Remire-Montjoly 97354, Guyane française",+594 594 28 65 82,facebook.com,"4,3",34,non,,non,,,,,"WM2V+7Q Remire-Montjoly, Guyane française"
Sakura,https://www.google.com/maps/place/Sakura/data=!4m7!3m6!1s0x8d123d2e7829c413:0x6c372835ed331e87!8m2!3d4.9410195!4d-52.3277122!16s%2Fg%2F11c2lryv9y!19sChIJE8QpeC49Eo0Rhx4z7TUoN2w?authuser=0&hl=fr&rclk=1,Restaurant de sushis,"18 bis 97300, Rue Rouget de l'Isle, Guyane française",+594 594 37 98 83,,4,150,non,,,,,oui,oui,"WMRC+CW Cayenne, Guyane française"
